,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
3684,High_sat,Medium_grade,4_NP,"[183,225]_H",2_T,1_ACC,0_L,0_PR,sales_SALES,1_SALARY
3685,High_sat,High_grade,5_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
3686,Medium_sat,Very_high_grade,2_NP,"[270,289]_H",3_T,1_ACC,0_L,0_PR,sales_SALES,1_SALARY
3687,Very_high_sat,High_grade,3_NP,"[140,161]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
3688,Very_high_sat,High_grade,3_NP,"[226,247]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
3689,Medium_sat,Medium_grade,2_NP,"[119,140]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
3690,High_sat,High_grade,3_NP,"[183,225]_H",4_T,0_ACC,0_L,0_PR,accounting_SALES,1_SALARY
3691,High_sat,Very_high_grade,5_NP,"[140,161]_H",4_T,1_ACC,0_L,0_PR,accounting_SALES,1_SALARY
3692,Very_high_sat,Low_grade,3_NP,"[162,182]_H",2_T,0_ACC,0_L,0_PR,accounting_SALES,1_SALARY
3693,Medium_sat,Medium_grade,4_NP,"[140,161]_H",2_T,1_ACC,0_L,0_PR,hr_SALES,1_SALARY
3694,Very_high_sat,Medium_grade,3_NP,"[226,247]_H",6_T,0_ACC,0_L,0_PR,hr_SALES,1_SALARY
3695,Very_high_sat,Medium_grade,4_NP,"[162,182]_H",2_T,0_ACC,0_L,0_PR,hr_SALES,1_SALARY
3696,High_sat,Medium_grade,4_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,hr_SALES,2_SALARY
3697,Medium_sat,Very_high_grade,3_NP,"[248,269]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,2_SALARY
3698,Medium_sat,High_grade,2_NP,"[80,118]_H",5_T,0_ACC,0_L,0_PR,technical_SALES,2_SALARY
3699,Very_high_sat,High_grade,4_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,2_SALARY
3700,Medium_sat,High_grade,3_NP,"[162,182]_H",4_T,0_ACC,0_L,0_PR,technical_SALES,2_SALARY
3701,Medium_sat,Medium_grade,3_NP,"[226,247]_H",2_T,0_ACC,0_L,0_PR,technical_SALES,2_SALARY
3702,Medium_sat,Very_high_grade,5_NP,"[162,182]_H",2_T,0_ACC,0_L,0_PR,technical_SALES,2_SALARY
3703,High_sat,High_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,2_SALARY
3704,Medium_sat,High_grade,3_NP,"[183,225]_H",5_T,1_ACC,0_L,0_PR,technical_SALES,0_SALARY
3705,High_sat,Very_high_grade,4_NP,"[162,182]_H",2_T,1_ACC,0_L,0_PR,technical_SALES,0_SALARY
3706,Medium_sat,Medium_grade,4_NP,"[248,269]_H",2_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
3707,Medium_sat,Medium_grade,2_NP,"[162,182]_H",2_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
3708,High_sat,High_grade,3_NP,"[183,225]_H",4_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
3709,High_sat,High_grade,5_NP,"[248,269]_H",2_T,1_ACC,0_L,0_PR,support_SALES,0_SALARY
3710,Low_sat,Low_grade,2_NP,"[162,182]_H",2_T,1_ACC,0_L,0_PR,support_SALES,0_SALARY
3711,Medium_sat,Low_grade,4_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
3712,Very_high_sat,Very_high_grade,4_NP,"[140,161]_H",3_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
3713,Very_high_sat,High_grade,5_NP,"[183,225]_H",2_T,1_ACC,0_L,0_PR,support_SALES,1_SALARY
3714,High_sat,High_grade,3_NP,"[140,161]_H",3_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
3715,High_sat,High_grade,4_NP,"[248,269]_H",2_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
3716,Medium_sat,Medium_grade,4_NP,"[140,161]_H",4_T,1_ACC,0_L,0_PR,support_SALES,1_SALARY
3717,High_sat,Very_high_grade,3_NP,"[140,161]_H",2_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
3718,Very_high_sat,Medium_grade,4_NP,"[119,140]_H",3_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
3719,Medium_sat,Low_grade,3_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
3720,Very_high_sat,Very_high_grade,5_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
3721,Very_high_sat,Medium_grade,5_NP,"[162,182]_H",2_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
3722,High_sat,Very_high_grade,3_NP,"[226,247]_H",2_T,0_ACC,0_L,0_PR,management_SALES,1_SALARY
3723,Medium_sat,High_grade,5_NP,"[140,161]_H",6_T,0_ACC,0_L,0_PR,IT_SALES,1_SALARY
3724,Medium_sat,High_grade,4_NP,"[248,269]_H",6_T,0_ACC,0_L,0_PR,IT_SALES,1_SALARY
3725,Very_high_sat,Very_high_grade,4_NP,"[140,161]_H",3_T,0_ACC,0_L,0_PR,IT_SALES,1_SALARY
3726,Medium_sat,High_grade,3_NP,"[226,247]_H",4_T,0_ACC,0_L,0_PR,IT_SALES,1_SALARY
3727,Very_high_sat,Medium_grade,3_NP,"[248,269]_H",5_T,0_ACC,0_L,0_PR,IT_SALES,1_SALARY
3728,Very_low_sat,Low_grade,4_NP,"[119,140]_H",4_T,0_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
3729,Very_high_sat,High_grade,3_NP,"[248,269]_H",3_T,1_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
3730,High_sat,High_grade,3_NP,"[80,118]_H",2_T,1_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
3731,Very_high_sat,Low_grade,4_NP,"[226,247]_H",3_T,0_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
3732,Low_sat,Low_grade,3_NP,"[162,182]_H",4_T,0_ACC,0_L,0_PR,IT_SALES,1_SALARY
3733,Very_high_sat,Medium_grade,4_NP,"[270,289]_H",3_T,0_ACC,0_L,0_PR,RandD_SALES,1_SALARY
3734,Very_low_sat,Medium_grade,6_NP,"[270,289]_H",5_T,0_ACC,0_L,0_PR,RandD_SALES,1_SALARY
3735,High_sat,High_grade,5_NP,"[248,269]_H",4_T,0_ACC,0_L,0_PR,RandD_SALES,2_SALARY
3736,High_sat,Medium_grade,4_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,RandD_SALES,0_SALARY
3737,Very_low_sat,High_grade,2_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,RandD_SALES,1_SALARY
3738,High_sat,High_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,marketing_SALES,1_SALARY
3739,Medium_sat,Low_grade,3_NP,"[140,161]_H",4_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
3740,Medium_sat,Medium_grade,5_NP,"[226,247]_H",2_T,0_ACC,0_L,0_PR,accounting_SALES,1_SALARY
3741,High_sat,Low_grade,2_NP,"[140,161]_H",5_T,1_ACC,0_L,0_PR,support_SALES,1_SALARY
3742,High_sat,High_grade,3_NP,"[248,269]_H",2_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
3743,High_sat,Very_high_grade,4_NP,"[226,247]_H",3_T,0_ACC,0_L,0_PR,management_SALES,1_SALARY
3744,Very_high_sat,High_grade,5_NP,"[248,269]_H",3_T,0_ACC,0_L,0_PR,marketing_SALES,1_SALARY
3745,Medium_sat,Medium_grade,4_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,marketing_SALES,1_SALARY
3746,Very_high_sat,Very_high_grade,3_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,marketing_SALES,1_SALARY
3747,Very_high_sat,Medium_grade,5_NP,"[183,225]_H",4_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
3748,High_sat,Medium_grade,5_NP,"[119,140]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
3749,Medium_sat,High_grade,3_NP,"[248,269]_H",3_T,1_ACC,0_L,0_PR,sales_SALES,0_SALARY
3750,Very_high_sat,Medium_grade,4_NP,"[226,247]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
3751,Very_high_sat,High_grade,4_NP,"[162,182]_H",4_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
3752,Medium_sat,Low_grade,3_NP,"[140,161]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
3753,Medium_sat,High_grade,5_NP,"[226,247]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
3754,Very_low_sat,Very_high_grade,3_NP,"[140,161]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,2_SALARY
3755,Very_high_sat,High_grade,3_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
3756,Very_high_sat,High_grade,4_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,2_SALARY
3757,Medium_sat,High_grade,4_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,2_SALARY
3758,Very_high_sat,High_grade,4_NP,"[226,247]_H",2_T,1_ACC,0_L,0_PR,sales_SALES,0_SALARY
3759,Medium_sat,High_grade,4_NP,"[248,269]_H",3_T,1_ACC,0_L,0_PR,sales_SALES,0_SALARY
3760,High_sat,High_grade,5_NP,"[226,247]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,2_SALARY
3761,Very_high_sat,Low_grade,4_NP,"[140,161]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
3762,Very_low_sat,Very_high_grade,5_NP,"[162,182]_H",5_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
3763,High_sat,Very_high_grade,3_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,2_SALARY
3764,High_sat,High_grade,4_NP,"[140,161]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
3765,Very_high_sat,Medium_grade,4_NP,"[248,269]_H",2_T,1_ACC,0_L,0_PR,sales_SALES,1_SALARY
3766,Medium_sat,High_grade,5_NP,"[248,269]_H",2_T,0_ACC,0_L,0_PR,accounting_SALES,1_SALARY
3767,Very_high_sat,High_grade,3_NP,"[140,161]_H",2_T,0_ACC,0_L,0_PR,accounting_SALES,1_SALARY
3768,Medium_sat,High_grade,3_NP,"[226,247]_H",2_T,0_ACC,0_L,0_PR,accounting_SALES,2_SALARY
3769,Medium_sat,Medium_grade,4_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,hr_SALES,1_SALARY
3770,High_sat,High_grade,4_NP,"[183,225]_H",3_T,1_ACC,0_L,0_PR,hr_SALES,1_SALARY
3771,High_sat,Very_high_grade,3_NP,"[226,247]_H",3_T,0_ACC,0_L,0_PR,hr_SALES,1_SALARY
3772,Medium_sat,High_grade,2_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,hr_SALES,2_SALARY
3773,High_sat,High_grade,5_NP,"[248,269]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
3774,Medium_sat,High_grade,3_NP,"[183,225]_H",3_T,1_ACC,0_L,0_PR,technical_SALES,2_SALARY
3775,High_sat,High_grade,5_NP,"[248,269]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
3776,Medium_sat,High_grade,4_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
3777,Very_high_sat,Very_high_grade,4_NP,"[226,247]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
3778,High_sat,High_grade,3_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
3779,Medium_sat,Medium_grade,5_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
3780,Very_high_sat,Very_high_grade,5_NP,"[226,247]_H",5_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
3781,Medium_sat,High_grade,4_NP,"[226,247]_H",4_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
3782,Very_high_sat,Very_high_grade,3_NP,"[183,225]_H",4_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
3783,Very_high_sat,Medium_grade,4_NP,"[226,247]_H",2_T,1_ACC,0_L,0_PR,technical_SALES,0_SALARY
3784,High_sat,Medium_grade,3_NP,"[183,225]_H",4_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
3785,High_sat,Very_high_grade,5_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
3786,Low_sat,High_grade,3_NP,"[80,118]_H",3_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
3787,Very_high_sat,Very_high_grade,3_NP,"[183,225]_H",3_T,1_ACC,0_L,0_PR,support_SALES,0_SALARY
3788,High_sat,Medium_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
3789,Very_high_sat,Medium_grade,4_NP,"[119,140]_H",2_T,1_ACC,0_L,0_PR,support_SALES,0_SALARY
3790,Medium_sat,Medium_grade,3_NP,"[183,225]_H",2_T,1_ACC,0_L,0_PR,support_SALES,2_SALARY
3791,High_sat,High_grade,4_NP,"[162,182]_H",3_T,1_ACC,0_L,0_PR,support_SALES,0_SALARY
3792,High_sat,Very_high_grade,5_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
3793,High_sat,Very_high_grade,5_NP,"[226,247]_H",2_T,1_ACC,0_L,0_PR,support_SALES,0_SALARY
3794,Medium_sat,High_grade,3_NP,"[140,161]_H",4_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
3795,Very_low_sat,High_grade,6_NP,"[226,247]_H",3_T,1_ACC,0_L,0_PR,technical_SALES,2_SALARY
3796,Medium_sat,Medium_grade,3_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
3797,Medium_sat,Medium_grade,4_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
3798,Medium_sat,Low_grade,4_NP,"[226,247]_H",2_T,0_ACC,0_L,0_PR,management_SALES,0_SALARY
3799,High_sat,High_grade,3_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,IT_SALES,2_SALARY
3800,High_sat,Medium_grade,5_NP,"[226,247]_H",2_T,0_ACC,0_L,0_PR,IT_SALES,0_SALARY
3801,Medium_sat,Medium_grade,2_NP,"[162,182]_H",3_T,1_ACC,0_L,0_PR,IT_SALES,1_SALARY
3802,Very_high_sat,High_grade,3_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,IT_SALES,2_SALARY
3803,High_sat,Very_high_grade,3_NP,"[226,247]_H",3_T,0_ACC,0_L,0_PR,IT_SALES,1_SALARY
3804,High_sat,Medium_grade,4_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,product_mng_SALES,2_SALARY
3805,High_sat,Medium_grade,3_NP,"[140,161]_H",3_T,0_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
3806,High_sat,Medium_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
3807,Medium_sat,Low_grade,5_NP,"[119,140]_H",3_T,1_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
3808,Very_high_sat,Very_high_grade,4_NP,"[140,161]_H",3_T,1_ACC,0_L,0_PR,IT_SALES,1_SALARY
3809,Medium_sat,Low_grade,4_NP,"[226,247]_H",3_T,0_ACC,0_L,0_PR,RandD_SALES,1_SALARY
3810,Very_low_sat,High_grade,6_NP,"[140,161]_H",4_T,0_ACC,0_L,0_PR,RandD_SALES,1_SALARY
3811,Very_high_sat,Medium_grade,3_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,RandD_SALES,1_SALARY
3812,Medium_sat,Medium_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,RandD_SALES,1_SALARY
3813,Very_high_sat,High_grade,4_NP,"[270,289]_H",3_T,0_ACC,0_L,0_PR,RandD_SALES,2_SALARY
3814,Medium_sat,High_grade,4_NP,"[248,269]_H",2_T,0_ACC,0_L,0_PR,marketing_SALES,0_SALARY
3815,High_sat,Very_high_grade,5_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
3816,High_sat,High_grade,5_NP,"[162,182]_H",2_T,0_ACC,0_L,0_PR,accounting_SALES,1_SALARY
3817,Low_sat,Low_grade,5_NP,"[119,140]_H",4_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
3818,Low_sat,Medium_grade,6_NP,"[226,247]_H",5_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
3819,Medium_sat,Medium_grade,3_NP,"[226,247]_H",2_T,0_ACC,0_L,0_PR,management_SALES,1_SALARY
3820,High_sat,Medium_grade,5_NP,"[183,225]_H",4_T,0_ACC,0_L,0_PR,marketing_SALES,1_SALARY
3821,Very_high_sat,High_grade,4_NP,"[248,269]_H",4_T,0_ACC,0_L,0_PR,marketing_SALES,1_SALARY
3822,Low_sat,High_grade,3_NP,"[119,140]_H",4_T,0_ACC,0_L,0_PR,marketing_SALES,1_SALARY
3823,Low_sat,High_grade,4_NP,"[140,161]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
3824,High_sat,Medium_grade,4_NP,"[183,225]_H",4_T,0_ACC,0_L,0_PR,sales_SALES,2_SALARY
3825,Very_high_sat,Medium_grade,4_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
3826,Very_high_sat,Medium_grade,3_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
3827,Medium_sat,High_grade,4_NP,"[226,247]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
3828,Medium_sat,High_grade,5_NP,"[248,269]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,2_SALARY
3829,Very_high_sat,High_grade,3_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
3830,Very_high_sat,High_grade,5_NP,"[119,140]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
3831,Very_high_sat,High_grade,4_NP,"[140,161]_H",2_T,1_ACC,0_L,0_PR,sales_SALES,0_SALARY
3832,High_sat,Very_high_grade,5_NP,"[226,247]_H",4_T,0_ACC,0_L,0_PR,sales_SALES,2_SALARY
3833,Very_high_sat,High_grade,5_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
3834,Very_low_sat,Low_grade,6_NP,"[140,161]_H",5_T,1_ACC,0_L,0_PR,sales_SALES,0_SALARY
3835,Very_low_sat,Medium_grade,3_NP,"[183,225]_H",4_T,1_ACC,0_L,0_PR,sales_SALES,0_SALARY
3836,Medium_sat,Medium_grade,4_NP,"[270,289]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
3837,High_sat,Medium_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
3838,Low_sat,Low_grade,6_NP,"[162,182]_H",4_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
3839,High_sat,High_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
3840,High_sat,Medium_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
3841,High_sat,Medium_grade,3_NP,"[140,161]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,1_SALARY
3842,Medium_sat,High_grade,3_NP,"[248,269]_H",2_T,0_ACC,0_L,0_PR,accounting_SALES,1_SALARY
3843,Low_sat,High_grade,2_NP,"[162,182]_H",5_T,0_ACC,0_L,0_PR,accounting_SALES,1_SALARY
3844,High_sat,Medium_grade,5_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,accounting_SALES,1_SALARY
3845,Medium_sat,Very_high_grade,4_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,hr_SALES,1_SALARY
3846,High_sat,High_grade,4_NP,"[270,289]_H",3_T,0_ACC,0_L,0_PR,hr_SALES,1_SALARY
3847,Very_high_sat,Medium_grade,3_NP,"[270,289]_H",2_T,0_ACC,0_L,0_PR,hr_SALES,1_SALARY
3848,Medium_sat,Very_high_grade,5_NP,"[226,247]_H",2_T,0_ACC,0_L,0_PR,hr_SALES,1_SALARY
3849,Medium_sat,Medium_grade,5_NP,"[248,269]_H",3_T,1_ACC,0_L,0_PR,technical_SALES,1_SALARY
3850,High_sat,High_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
3851,Low_sat,Very_high_grade,4_NP,"[248,269]_H",5_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
3852,Very_high_sat,High_grade,3_NP,"[140,161]_H",5_T,1_ACC,0_L,0_PR,technical_SALES,2_SALARY
3853,High_sat,High_grade,3_NP,"[226,247]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
3854,Medium_sat,Low_grade,4_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
3855,High_sat,Medium_grade,5_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
3856,Medium_sat,High_grade,4_NP,"[162,182]_H",4_T,1_ACC,0_L,0_PR,technical_SALES,1_SALARY
3857,High_sat,High_grade,4_NP,"[183,225]_H",4_T,0_ACC,0_L,0_PR,technical_SALES,1_SALARY
3858,Medium_sat,Medium_grade,3_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
3859,Medium_sat,Low_grade,6_NP,"[248,269]_H",6_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
3860,Very_high_sat,High_grade,2_NP,"[140,161]_H",4_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
3861,High_sat,High_grade,2_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
3862,High_sat,High_grade,5_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
3863,Medium_sat,Very_high_grade,4_NP,"[248,269]_H",2_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
3864,High_sat,High_grade,4_NP,"[183,225]_H",3_T,1_ACC,0_L,0_PR,support_SALES,0_SALARY
3865,Medium_sat,High_grade,4_NP,"[270,289]_H",3_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
3866,High_sat,Very_high_grade,4_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
3867,High_sat,High_grade,4_NP,"[140,161]_H",2_T,1_ACC,0_L,0_PR,support_SALES,0_SALARY
3868,Medium_sat,Medium_grade,4_NP,"[119,140]_H",3_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
3869,High_sat,High_grade,4_NP,"[248,269]_H",2_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
3870,Very_low_sat,Very_high_grade,4_NP,"[80,118]_H",5_T,0_ACC,0_L,0_PR,support_SALES,0_SALARY
3871,Medium_sat,Low_grade,4_NP,"[226,247]_H",2_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
3872,Very_high_sat,Low_grade,3_NP,"[226,247]_H",4_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
3873,Very_low_sat,Medium_grade,3_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,technical_SALES,0_SALARY
3874,High_sat,Medium_grade,2_NP,"[226,247]_H",4_T,0_ACC,0_L,0_PR,management_SALES,0_SALARY
3875,Medium_sat,High_grade,3_NP,"[119,140]_H",3_T,0_ACC,0_L,0_PR,IT_SALES,0_SALARY
3876,Medium_sat,Medium_grade,4_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,IT_SALES,0_SALARY
3877,Medium_sat,Medium_grade,4_NP,"[183,225]_H",4_T,0_ACC,0_L,0_PR,IT_SALES,0_SALARY
3878,Very_low_sat,High_grade,5_NP,"[119,140]_H",4_T,0_ACC,0_L,0_PR,IT_SALES,0_SALARY
3879,Very_high_sat,High_grade,5_NP,"[248,269]_H",3_T,0_ACC,0_L,0_PR,IT_SALES,1_SALARY
3880,Very_high_sat,Medium_grade,4_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
3881,Very_high_sat,High_grade,5_NP,"[140,161]_H",2_T,0_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
3882,Very_high_sat,High_grade,5_NP,"[162,182]_H",2_T,0_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
3883,Medium_sat,Medium_grade,3_NP,"[162,182]_H",3_T,0_ACC,0_L,0_PR,product_mng_SALES,1_SALARY
3884,Medium_sat,Low_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,IT_SALES,1_SALARY
3885,Very_high_sat,High_grade,4_NP,"[140,161]_H",6_T,1_ACC,0_L,0_PR,RandD_SALES,1_SALARY
3886,High_sat,High_grade,3_NP,"[162,182]_H",4_T,0_ACC,0_L,0_PR,RandD_SALES,1_SALARY
3887,Medium_sat,Low_grade,4_NP,"[226,247]_H",3_T,0_ACC,0_L,0_PR,RandD_SALES,1_SALARY
3888,Very_high_sat,High_grade,3_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,RandD_SALES,1_SALARY
3889,High_sat,Medium_grade,3_NP,"[248,269]_H",3_T,0_ACC,0_L,0_PR,RandD_SALES,1_SALARY
3890,Medium_sat,Medium_grade,2_NP,"[80,118]_H",3_T,1_ACC,0_L,0_PR,marketing_SALES,1_SALARY
3891,Medium_sat,Medium_grade,4_NP,"[248,269]_H",4_T,0_ACC,0_L,0_PR,marketing_SALES,2_SALARY
3892,Very_high_sat,High_grade,3_NP,"[140,161]_H",3_T,1_ACC,0_L,0_PR,sales_SALES,0_SALARY
3893,High_sat,Very_high_grade,4_NP,"[226,247]_H",4_T,0_ACC,0_L,0_PR,accounting_SALES,1_SALARY
3894,Medium_sat,Very_high_grade,4_NP,"[248,269]_H",3_T,0_ACC,0_L,0_PR,support_SALES,1_SALARY
3895,Very_high_sat,High_grade,5_NP,"[162,182]_H",5_T,1_ACC,0_L,0_PR,technical_SALES,1_SALARY
3896,Medium_sat,High_grade,3_NP,"[140,161]_H",2_T,0_ACC,0_L,0_PR,management_SALES,1_SALARY
3897,Medium_sat,High_grade,4_NP,"[183,225]_H",3_T,0_ACC,0_L,0_PR,marketing_SALES,0_SALARY
3898,Medium_sat,Very_high_grade,3_NP,"[226,247]_H",3_T,0_ACC,0_L,0_PR,marketing_SALES,0_SALARY
3899,Very_high_sat,High_grade,5_NP,"[119,140]_H",3_T,0_ACC,0_L,0_PR,marketing_SALES,0_SALARY
3900,Very_high_sat,Medium_grade,3_NP,"[119,140]_H",3_T,1_ACC,0_L,0_PR,sales_SALES,0_SALARY
3901,High_sat,High_grade,5_NP,"[140,161]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
3902,Very_low_sat,Low_grade,5_NP,"[183,225]_H",5_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
3903,High_sat,High_grade,3_NP,"[183,225]_H",2_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
3904,Very_high_sat,High_grade,3_NP,"[270,289]_H",3_T,0_ACC,0_L,0_PR,sales_SALES,0_SALARY
